10201260;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Białej Podlaskiej;21-500;Biała Podlaska;ul.Piłsudskiego 15;lubelskie
10201332;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Białymstoku;15-426;Białystok;Rynek Kościuszki 16;podlaskie
10201390;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Bielsku-Białej;43-300;Bielsko-Biała;ul.11 Listopada 15;śląskie
10201433;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Wadowicach;34-100;Wadowice;ul.Lwowska 20;małopolskie
10201462;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Bydgoszczy;85-005;Bydgoszcz;al.Gdańska 23;kujawsko-pomorskie
10201475;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Bydgoszczy;85-950;Bydgoszcz;ul.Stary Port 1-3;kujawsko-pomorskie
10201491;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Chojnicach;89-600;Chojnice;ul.Kościerska 3D;pomorskie
10201505;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Inowrocławiu;88-100;Inowrocław;ul.Królowej Jadwigi 39;kujawsko-pomorskie
10201563;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Chełmie;22-100;Chełm;ul.Generała G.Orlicz Dreszera 3;lubelskie
10201592;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Ciechanowie;06-400;Ciechanów;ul.Pułtuska 20;mazowieckie
10201664;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Częstochowie;42-200;Częstochowa;al.NMP 19;śląskie
10201752;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Elblągu;82-300;Elbląg;ul.Teatralna 9;warmińsko-mazurskie
10201778;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kwidzynie;82-500;Kwidzyn;ul.Piłsudskiego 29;pomorskie
10201811;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Gdańsku;80-244;Gdańsk;al.Grunwaldzka 103;pomorskie
10201853;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Gdyni;81-368;Gdynia;ul.Świętojańska 17;pomorskie
10201866;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kartuzach;83-300;Kartuzy;Rynek 3A;pomorskie
10201879;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kościerzynie;83-400;Kościerzyna;ul.Dworcowa 3;pomorskie
10201909;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Tczewie;83-110;Tczew;ul.J.Dąbrowskiego 7A;pomorskie
10201912;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Wejherowie;84-200;Wejherowo;ul.Sobieskiego 227;pomorskie
10201954;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Gorzowie Wielkopolskim;66-400;Gorzów Wielkopolski;ul.Kosynierów Gdyńskich 79;lubuskie
10201967;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Gorzowie Wielkopolskim;66-414;Gorzów Wielkopolski;ul.Górczyńska 21;lubuskie
10202036;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Sulęcinie;69-200;Sulęcin;ul.Wojska Polskiego 12;lubuskie
10202124;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Jeleniej Górze;58-500;Jelenia Góra;ul.Bankowa 19;dolnośląskie
10202137;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Bolesławcu;59-700;Bolesławiec;ul.Sierpnia 1980 r. 16;dolnośląskie
10202212;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kaliszu;62-800;Kalisz;ul.Górnośląska 80;wielkopolskie
10202241;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kępnie;63-600;Kępno;Rynek 28;wielkopolskie
10202267;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Ostrowie Wielkopolskim;63-400;Ostrów Wielkopolski;ul.Raszkowska 25A;wielkopolskie
10202313;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Katowicach;40-022;Katowice;ul.Damrota 23;śląskie
10202368;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Bytomiu;41-900;Bytom;ul.Dworcowa 8;śląskie
10202384;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Chrzanowie;32-500;Chrzanów;ul.Świętokrzyska 1;małopolskie
10202401;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Gliwicach;44-100;Gliwice;ul.Dolnych Wałów 11;śląskie
10202430;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Olkuszu;32-300;Olkusz;ul.Bylicy 6;małopolskie
10202472;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Rybniku;44-200;Rybnik;ul.J. i F. Białych 3;śląskie
10202498;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Sosnowcu;41-200;Sosnowiec;ul.Kilińskiego 20;śląskie
10202528;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Tychach;43-100;Tychy;ul.Dmowskiego 27;śląskie
10202629;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kielcach;25-005;Kielce;ul.Sienkiewicza 33/35;świętokrzyskie
10202645;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Busku-Zdroju;28-100;Busko-Zdrój;pl.Zwycięstwa 9;świętokrzyskie
10202674;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Ostrowcu Świętokrzyskim;27-400;Ostrowiec Świętokrzyski;Rynek 8;świętokrzyskie
10202733;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Jędrzejowie;28-300;Jędrzejów;ul.11 Listopada 36;świętokrzyskie
10202746;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Koninie;62-510;Konin;ul.11 Listopada 20A;wielkopolskie
10202762;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kole;62-600;Koło;ul.B.Prusa 8;wielkopolskie
10202791;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Koszalinie;75-054;Koszalin;ul.Młyńska 20;zachodniopomorskie
10202821;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kołobrzegu;78-100;Kołobrzeg;ul.Katedralna 33A;zachodniopomorskie
10202847;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Drawsku Pomorskim;78-500;Drawsko Pomorskie;ul.Piłsudskiego 20;zachodniopomorskie
10202892;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Krakowie;30-942;Kraków;ul.Wielopole 19/21;małopolskie
10202906;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Krakowie;31-858;Kraków;Os.Kościuszkowskie 1;małopolskie
10202964;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Krośnie;38-400;Krosno;ul.Bieszczadzka 3;podkarpackie
10202980;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Sanoku;38-500;Sanok;ul.Kościuszki 25;podkarpackie
10203017;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Legnicy;59-220;Legnica;pl.Klasztorny 1;dolnośląskie
10203088;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Lesznie;64-100;Leszno;ul.Sikorskiego 7A;wielkopolskie
10203121;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Gostyniu;63-800;Gostyń;ul.Generała Sikorskiego 4A;wielkopolskie
10203147;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Lublinie;20-002;Lublin;ul.Krakowskie Przedmieście 14;lubelskie
10203150;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Lublinie;20-912;Lublin;ul.Krakowskie Przedmieście 39;lubelskie
10203176;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 4 w Lublinie;20-601;Lublin;ul.T.Zana 38;lubelskie
10203206;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Lubartowie;21-100;Lubartów;ul.Lubelska 43;lubelskie
10203219;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Puławach;24-100;Puławy;ul.Partyzantów 3;lubelskie
10203235;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Opolu Lubelskim;24-300;Opole Lubelskie;Nowy Rynek 2;lubelskie
10203352;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Łodzi;90-959;Łódź;al.Kościuszki 15;łódzkie
10203378;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 3 w Łodzi;90-959;Łódź;al.Piłsudskiego 153;łódzkie
10203408;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 6 w Łodzi;91-205;Łódź;ul.Aleksandrowska 47;łódzkie
10203437;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Pabianicach;95-200;Pabianice;ul.Zamkowa 29;łódzkie
10203440;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Zgierzu;95-100;Zgierz;pl.Kilińskiego 11;łódzkie
10203453;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Nowym Sączu;33-300;Nowy Sącz;ul.Długosza 16;małopolskie
10203466;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Nowym Targu;34-400;Nowy Targ;Rynek 29/30;małopolskie
10203541;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Olsztynie;10-541;Olsztyn;ul.Dąbrowszczaków 30;warmińsko-mazurskie
10203570;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Bartoszycach;11-200;Bartoszyce;pl.Konstytucji 3 Maja 21;warmińsko-mazurskie
10203583;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Iławie;14-200;Iława;ul.Niepodległości 5;warmińsko-mazurskie
10203613;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Ostródzie;14-100;Ostróda;ul.Wyspiańskiego 2;warmińsko-mazurskie
10203639;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Mrągowie;11-700;Mrągowo;ul.Mała Warszawska 2;warmińsko-mazurskie
10203668;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Opolu;45-950;Opole;ul.Damrota 2A;opolskie
10203714;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kędzierzynie-Koźlu;47-220;Kędzierzyn-Koźle;ul.Grunwaldzka 5;opolskie
10203802;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Ostrołęce;07-400;Ostrołęka;ul.Bogusławskiego 22;mazowieckie
10203844;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Pile;64-920;Piła;ul.Bydgoska 2;wielkopolskie
10203903;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Wągrowcu;62-100;Wągrowiec;ul.Jeżyka 2A;wielkopolskie
10203916;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Piotrkowie Trybunalskim;97-300;Piotrków Trybunalski;ul.Słowackiego 9;łódzkie
10203958;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Bełchatowie;97-400;Bełchatów;ul.Wojska Polskiego 65;łódzkie
10203974;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Płocku;09-400;Płock;ul.3 Maja 14;mazowieckie
10204027;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Poznaniu;60-914;Poznań;pl.Wolności 3;wielkopolskie
10204115;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Gnieźnie;62-200;Gniezno;ul.Chrobrego 12B;wielkopolskie
10204128;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Szamotułach;64-500;Szamotuły;ul.Poznańska 1;wielkopolskie
10204144;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Nowym Tomyślu;64-300;Nowy Tomyśl;ul.Tysiąclecia 1;wielkopolskie
10204160;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Śremie;63-100;Śrem;ul.Mickiewicza 85;wielkopolskie
10204274;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Przemyślu;37-700;Przemyśl;ul.Mickiewicza 2;podkarpackie
10204287;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Jarosławiu;37-500;Jarosław;ul.Jana Pawła II 8;podkarpackie
10204317;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Radomiu;26-600;Radom;ul.Czachowskiego 21A;mazowieckie
10204391;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Rzeszowie;35-959;Rzeszów;ul.3 Maja 23;podkarpackie
10204405;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Rzeszowie;35-068;Rzeszów;ul.Grunwaldzka 17;podkarpackie
10204476;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Siedlcach;08-110;Siedlce;ul.Bp.Świrskiego 45;mazowieckie
10204564;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Wieluniu;98-300;Wieluń;ul.Barycz 3;łódzkie
10204580;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Skierniewicach;96-100;Skierniewice;ul.Rawska 3/9;łódzkie
10204649;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Słupsku;76-206;Słupsk;ul.Wazów 5;pomorskie
10204665;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Człuchowie;77-300;Człuchów;ul.Zamkowa 26;pomorskie
10204681;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Sławnie;76-100;Sławno;ul.Skłodowskiej-Curie 1;zachodniopomorskie
10204708;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Bytowie;77-100;Bytów;pl.Wyszyńskiego 7;pomorskie
10204724;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Ełku;19-300;Ełk;ul.Wojska Polskiego 54;warmińsko-mazurskie
10204753;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Piszu;12-200;Pisz;ul.Grunwaldzka 4;warmińsko-mazurskie
10204795;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Szczecinie;70-404;Szczecin;Al.Niepodległości 40;zachodniopomorskie
10204812;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 3 w Szczecinie;70-783;Szczecin;ul.Rydla 41/42;zachodniopomorskie
10204867;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Stargardzie Szczecińskim;73-110;Stargard Szczeciński;ul.Wyszyńskiego 10;zachodniopomorskie
10204870;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Świnoujściu;72-600;Świnoujście;ul.Piłsudskiego 5A;zachodniopomorskie
10204913;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Tarnobrzegu;39-400;Tarnobrzeg;ul.Sienkiewicza 55;podkarpackie
10204926;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Sandomierzu;27-600;Sandomierz;ul.Mickiewicza 11A;świętokrzyskie
10204939;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Stalowej Woli;37-450;Stalowa Wola;ul.Wolności 17;podkarpackie
10204955;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Tarnowie;33-100;Tarnów;ul.Słoneczna 28/30;małopolskie
10204984;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Brzesku;32-800;Brzesko;ul.Kościuszki 2;małopolskie
10205011;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 2 w Toruniu;87-100;Toruń;ul.Grudziądzka 4;kujawsko-pomorskie
10205024;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Brodnicy;87-300;Brodnica;ul.Mazurska 13;kujawsko-pomorskie
10205040;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Grudziądzu;86-300;Grudziądz;ul.Piłsudskiego 15/17;kujawsko-pomorskie
10205095;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Wałbrzychu;58-300;Wałbrzych;Rynek 23;dolnośląskie
10205112;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Kłodzku;57-300;Kłodzko;pl.Jedności 4A;dolnośląskie
10205138;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Świdnicy;58-100;Świdnica;Rynek 4;dolnośląskie
10205170;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 we Włocławku;87-800;Włocławek;ul.Okrzei 64;kujawsko-pomorskie
10205200;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Ciechocinku;87-720;Ciechocinek;ul.Zdrojowa 7;kujawsko-pomorskie
10205226;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 we Wrocławiu;50-901;Wrocław;ul.Wita Stwosza 33/35;dolnośląskie
10205242;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 3 we Wrocławiu;53-333;Wrocław;ul.Powstańców Śląskich 60;dolnośląskie
10205297;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Oleśnicy;56-400;Oleśnica;ul.3 Maja 1-3;dolnośląskie
10205356;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Zamościu;22-400;Zamość;ul.Partyzantów 15;lubelskie
10205385;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Biłgoraju;23-400;Biłgoraj;ul.Kościuszki 75;lubelskie
10205402;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Zielonej Górze;65-066;Zielona Góra;ul.Żeromskiego 2;lubuskie
10205460;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 1 w Żarach;68-200;Żary;ul.Pocztowa 2;lubuskie
10205558;Powszechna Kasa Oszczędności Bank Polski SA;Departament Rozliczeń - Bankowość Elektroniczna;02-515;Warszawa;ul.Puławska 15;mazowieckie
10205561;Powszechna Kasa Oszczędności Bank Polski SA;Oddział 56 w Warszawie;02-585;Warszawa;ul.Bagatela 15;mazowieckie
10205587;Powszechna Kasa Oszczędności Bank Polski SA;Centrum Bankowości Prywatnej;02-515;Warszawa;ul.Puławska 15;mazowieckie
10205590;Powszechna Kasa Oszczędności Bank Polski SA;CENTRUM KORPORACYJNE I WARSZAWA - Rozliczenia;00-950;Warszawa;ul.Nowogrodzka 35/41;mazowieckie
10205604;Powszechna Kasa Oszczędności Bank Polski SA;Departament Rozliczeń - Świadczenia;02-515;Warszawa;ul.Puławska 15;mazowieckie
10300006;Bank Handlowy w Warszawie SA;Centrala;00-923;Warszawa;ul.Senatorska 16;mazowieckie
10300019;Bank Handlowy w Warszawie SA;Centrala - Pion Bankowości Detalicznej;01-249;Warszawa;ul.Goleszowska 6;mazowieckie
10300022;Bank Handlowy w Warszawie SA;Centrala - Sektor Bankowości Detalicznej - CITIBANK - Karty;01-249;Warszawa;ul.Goleszowska 6;mazowieckie
10301016;Bank Handlowy w Warszawie SA;I O. w Warszawie;00-950;Warszawa;ul.Traugutta 7/9;mazowieckie
10301029;Bank Handlowy w Warszawie SA;II O. w Warszawie;00-067;Warszawa;ul.Traugutta 7/9;mazowieckie
10301032;Bank Handlowy w Warszawie SA;III O. w Warszawie;01-258;Warszawa;ul.Wolska 167;mazowieckie
10301045;Bank Handlowy w Warszawie SA;V O. w Warszawie Centrum Operacji Kapitałowych;00-613;Warszawa;ul.Chałubińskiego 8;mazowieckie
10301058;Bank Handlowy w Warszawie SA;IV O. w Warszawie;00-067;Warszawa;ul.Traugutta 7/9;mazowieckie
10301061;Bank Handlowy w Warszawie SA;VI O. w Warszawie;00-067;Warszawa;ul.Traugutta 7/9;mazowieckie
10301074;Bank Handlowy w Warszawie SA;O. w Białymstoku;15-402;Białystok;ul.Józefa Marjańskiego 3;podlaskie
10301087;Bank Handlowy w Warszawie SA;O. w Bielsku-Białej;43-300;Bielsko-Biała;ul.Cechowa 22;śląskie
10301090;Bank Handlowy w Warszawie SA;O. w Bydgoszczy;85-950;Bydgoszcz;ul.Jagiellońska 21;kujawsko-pomorskie
10301104;Bank Handlowy w Warszawie SA;O. w Częstochowie;42-200;Częstochowa;al.Najświętszej Maryi Panny 26;śląskie
10301117;Bank Handlowy w Warszawie SA;O. w Gdańsku;80-855;Gdańsk;ul.Wały Piastowskie 1;pomorskie
10301120;Bank Handlowy w Warszawie SA;O. w Gdyni;81-366;Gdynia;ul.Stefana Batorego 28/32;pomorskie
10301133;Bank Handlowy w Warszawie SA;O. w Gorzowie Wielkopolskim;66-400;Gorzów Wielkopolski;ul.Mostowa 4;lubuskie
10301146;Bank Handlowy w Warszawie SA;O. w Kaliszu;62-803;Kalisz;ul.Górnośląska 64/66;wielkopolskie
10301159;Bank Handlowy w Warszawie SA;O. w Katowicach;40-086;Katowice;ul.Sokolska 29;śląskie
10301162;Bank Handlowy w Warszawie SA;O. w Kielcach;25-501;Kielce;ul.Sienkiewicza 58;świętokrzyskie
10301175;Bank Handlowy w Warszawie SA;O. w Koninie;62-500;Konin;pl.Zamkowy 1;wielkopolskie
10301188;Bank Handlowy w Warszawie SA;O. w Krakowie;30-134;Kraków;ul.Kołowa 8;małopolskie
10301191;Bank Handlowy w Warszawie SA;O. w Lublinie;20-002;Lublin;ul.Krakowskie Przedmieście 55;lubelskie
10301205;Bank Handlowy w Warszawie SA;O. w Łodzi;90-950;Łódź;ul.Piotrkowska 74;łódzkie
10301218;Bank Handlowy w Warszawie SA;O. w Olsztynie;10-003;Olsztyn;ul.Pieniężnego 15;warmińsko-mazurskie
10301221;Bank Handlowy w Warszawie SA;O. w Opolu;45-011;Opole;ul.Bronisława Koraszewskiego 7/9;opolskie
10301234;Bank Handlowy w Warszawie SA;O. w Płocku;09-400;Płock;ul.Tumska 14;mazowieckie
10301247;Bank Handlowy w Warszawie SA;O. w Poznaniu;61-738;Poznań;pl.Wolności 4;wielkopolskie
10301250;Bank Handlowy w Warszawie SA;O. w Rzeszowie;35-326;Rzeszów;al.Tadeusza Rejtana 23;podkarpackie
10301263;Bank Handlowy w Warszawie SA;O. w Słupsku;76-200;Słupsk;ul.Sienkiewicza 9;pomorskie
10301276;Bank Handlowy w Warszawie SA;O. w Szczecinie;70-419;Szczecin;pl.Rodła 8;zachodniopomorskie
10301289;Bank Handlowy w Warszawie SA;O. we Wrocławiu;53-332;Wrocław;ul.Powstańców Śląskich 7A;dolnośląskie
10301292;Bank Handlowy w Warszawie SA;O. w Zielonej Górze;65-066;Zielona Góra;ul.Żeromskiego 23;lubuskie
10301306;Bank Handlowy w Warszawie SA;VII O. w Warszawie;04-175;Warszawa;ul.Ostrobramska 75A;mazowieckie
